Timestamp,Vehicle_ID,Lidar Points,Latitude,Longitude,Altitude,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z,Collision
1739510968.0879295,24,5132,-0.00045779365996168053,-0.0009640044521987271,0.020330484956502914,20925.12109375,42665.6875,42.870445251464844,-2.3424159735441208e-05,0.0012718264479190111,0.0012241632211953402,No
1739510968.0879295,25,5560,-0.00025512797965632217,0.0007093899957925463,0.0024281120859086514,-0.05444549769163132,-0.00019114067254122347,9.809849739074707,-0.00013327486522030085,-0.09369157999753952,-9.7940073828795e-06,No
1739510968.0879295,26,5124,-0.00045378642758464593,-0.0009639615486519849,0.02034604921936989,8755.83203125,58865.69921875,18.31694221496582,0.0016309504862874746,-0.0011414423352107406,0.019999206066131592,No
1739510968.0879295,27,5108,-0.0005096139481395312,-0.0009644599425687725,-0.015375785529613495,0,0,0,0,0,0,No
1739510968.0879295,28,5308,-0.001229104096708511,0.0006428556415497236,0.01923011802136898,-6.792665226384997e-05,0.010857800953090191,9.8099946975708,-0.002093969378620386,0.0012390298070386052,-0.1119055300951004,No
1739510968.0879295,29,0,0,0,0,-5.225121640251018e-06,-2.440555313398818e-09,9.8100004196167,5.382615242410793e-08,1.8203257567961373e-08,-6.086273249706481e-14,No
1739510968.0879295,30,5540,-0.00025515537693365786,0.0007171970705792761,0.0013545226538553834,0.3081454634666443,0.0507359504699707,9.817866325378418,0.0003038466675207019,0.0019422797486186028,0.014666738919913769,No
1739510968.0879295,31,5184,-0.0004526717577988393,-0.0009324959092776412,-0.004118804819881916,0.009152060374617577,8.88267531991005e-05,9.809996604919434,4.248833283782005e-05,0.0010812791297212243,0.002397583331912756,No
1739510968.0879295,32,5836,0,0,0,0.008694808930158615,-8.656969293951988e-05,9.809996604919434,0.0,0.0,0.0,No
1739510968.0879295,33,5548,-0.00011785743932080095,-0.000208181407584308,0.01047672238200903,0,0,0,0,0,0,No
1739510968.0879295,34,5680,-0.0010820809068547987,-0.000779355400126433,0.019267749041318893,0.0022981464862823486,0.368283212184906,9.802817344665527,0.0043740179389715195,-0.000960164237767458,0.07673152536153793,No
1739510968.0879295,35,0,-0.0012622995165969542,-0.00026572662921843835,0.00283222203142941,-0.0040808203630149364,-0.0011156951077282429,9.809999465942383,-0.0008451470057480037,0.025348978117108345,0.0755126103758812,No
1739510968.0879295,36,5920,0,0,0,0.042565248906612396,-0.00028042608755640686,9.809907913208008,0.00010742030281107873,5.9292757214279845e-05,-0.002257879124954343,No
1739510968.0879295,37,5684,-0.0011869777484037058,-8.659495783658197e-05,-0.029740313068032265,0,0,0,0,0,0,No
1739510968.0879295,38,4904,-0.0009257436722833745,-0.0009173510943496936,0.033991698175668716,0.002596162725239992,0.014839338138699532,9.809988975524902,-8.100271224975586e-05,-0.004872883670032024,0.20542261004447937,No
1739510968.0879295,39,5396,0.0005791273574260458,1.9145673465679668e-05,-0.01872512698173523,3.384908676147461,-0.005411863327026367,9.817721366882324,2.0533858332782984e-05,0.000737697584554553,-0.0016314643435180187,No
1739510968.0879295,40,5948,0,0,0,-0.003960642497986555,-0.011645018123090267,9.809992790222168,0.002526175230741501,-0.001973127480596304,-0.09316137433052063,No
1739510968.0879295,41,4944,0.0005791476441032728,1.7242550348927098e-05,-0.01888778619468212,0,0,0,0,0,0,No
1739510968.0879295,42,5120,-0.00022011171196822943,-0.0005869235350174838,0.0034906005021184683,0.10945175588130951,-0.0018593687564134598,9.8093900680542,0.00015516173152718693,0.0013335084076970816,-6.525656499434263e-05,No
